,split,doc_id,sentence_num,words,tags,num_tokens
447,train,37,13,"['along', '<org>', 'way', ',', 'he', 'meets', 'a', 'solicitous', 'christian', 'chauffeur', 'who', 'offers', '<org>', 'hero', 'god', '<per>', 'phone', 'number', ';', '<org>', '<org>', 'sheep', 'man', ',', 'a', 'sweet', ',', 'roughhewn', 'figure', 'who', 'wears', '--', 'what', 'else', '--', 'a', 'sheepskin', '.']","['IN', 'DT', 'NN', ',', 'PRP', 'VBZ', 'DT', 'JJ', 'JJ', 'NN', 'WP', 'VBZ', 'DT', 'NN', 'NNP', 'POS', 'NN', 'NN', ':', 'CC', 'DT', 'NNP', 'NNP', ',', 'DT', 'JJ', ',', 'JJ', 'NN', 'WP', 'VBZ', ':', 'WP', 'RB', ':', 'JJ', 'NN', '.']",38
448,train,37,14,"['the', '40-year-old', 'mr.', '<per>', 'is', 'a', 'publishing', 'sensation', 'in', 'japan', '.']","['DT', 'JJ', 'NNP', 'NNP', 'VBZ', 'DT', 'NN', 'NN', 'IN', 'NNP', '.']",11
449,train,37,15,"['a', '<num>', 'recent', 'novel', ',', '<org>', '<org>', '<org>', '<per>', '<per>', 'every', 'japanese', 'under', '40', 'seems', 'to', 'be', 'fluent', 'in', '<per>', 'lyrics', '<per>', ',', 'has', 'sold', '<num>', '<num>', '<num>', '<num>', 'copies', 'since', '<per>', 'published', 'it', 'in', '1987', '.']","['DT', 'RBR', 'JJ', 'NN', ',', '``', 'NNP', 'NNP', ""''"", '-LRB-', 'DT', 'NN', 'IN', 'CD', 'VBZ', 'TO', 'VB', 'JJ', 'IN', 'NNP', 'NNS', '-RRB-', ',', 'VBZ', 'VBN', 'JJR', 'IN', 'CD', 'CD', 'NNS', 'IN', 'NNP', 'VBD', 'PRP', 'IN', 'CD', '.']",37
450,train,37,16,"['but', 'he', 'is', 'just', '<num>', '<org>', 'several', 'youthful', 'writers', '--', '<org>', '<per>', 'brat', 'pack', '--', 'who', 'are', 'dominating', '<org>', 'best-seller', 'charts', 'in', 'japan', '.']","['CC', 'PRP', 'VBZ', 'RB', 'CD', 'IN', 'JJ', 'JJ', 'NNS', ':', 'NNP', 'POS', 'NN', 'NN', ':', 'WP', 'VBP', 'VBG', 'DT', 'NN', 'NNS', 'IN', 'NNP', '.']",24
451,train,37,17,"['their', 'books', 'are', 'written', 'in', 'idiomatic', ',', 'contemporary', 'language', '<org>', 'usually', 'carry', 'hefty', 'dashes', '<org>', '<org>', '.']","['PRP$', 'NNS', 'VBP', 'VBN', 'IN', 'JJ', ',', 'JJ', 'NN', 'CC', 'RB', 'VBP', 'JJ', 'NNS', 'IN', 'NNS', '.']",17
452,train,37,18,"['in', '<per>', '<per>', '<per>', '<org>', 'you', 'gotta', 'have', 'wa', '<per>', '<per>', '<org>', ',', '<num>', 'pages', ',', '$', '17.95', '<per>', ',', '<org>', '<per>', 'give', 'way', 'to', 'baseball', ',', 'in', '<org>', 'nipponese', 'version', 'we', 'would', 'be', 'hard', 'put', 'to', 'call', 'a', '<org>', 'game', '.', '<per>']","['IN', 'NNP', 'NNP', 'POS', '``', 'PRP', 'NNP', 'NNP', ',', ""''"", '-LRB-', 'NNP', ',', 'CD', 'NNS', ',', '$', 'CD', '-RRB-', ',', 'DT', 'NNP', 'VBP', 'NN', 'TO', 'NN', ',', 'IN', 'DT', 'JJ', 'NN', 'PRP', 'MD', 'VB', 'RB', 'VBN', 'TO', 'VB', 'DT', '``', 'NN', '.', ""''""]",43
453,train,37,19,"['as', 'mr.', '<per>', 'describes', 'it', ',', 'nipponese', 'baseball', 'is', 'a', '<org>', 'mirror', '<org>', 'japan', '<per>', 'fabled', 'virtues', '<org>', 'hard', 'work', '<org>', 'harmony', '.', '<per>']","['IN', 'NNP', 'NNP', 'VBZ', 'PRP', ',', 'JJ', 'NN', 'VBZ', 'DT', '``', 'NN', 'IN', 'NNP', 'POS', 'JJ', 'NNS', 'IN', 'JJ', 'NN', 'CC', 'NN', '.', ""''""]",24
454,train,37,20,"['<org>', 'wa', '<per>', 'is', 'japanese', 'for', '<org>', 'team', 'spirit', '<per>', '<org>', 'japanese', 'ballplayers', 'have', 'miles', '<org>', 'miles', '<org>', 'it', '.']","['``', 'NNP', ""''"", 'VBZ', 'NNP', 'IN', '``', 'NN', 'NN', ""''"", 'CC', 'JJ', 'NNS', 'VBP', 'NNS', 'CC', 'NNS', 'IN', 'PRP', '.']",20
455,train,37,21,"['a', 'player', '<per>', 'commitment', 'to', 'practice', '<org>', 'team', 'image', 'is', 'as', 'important', 'as', 'his', 'batting', 'average', '.']","['DT', 'NN', 'POS', 'NN', 'TO', 'NN', 'CC', 'NN', 'NN', 'VBZ', 'RB', 'JJ', 'IN', 'PRP$', 'NN', 'NN', '.']",17
456,train,37,22,"['<org>', 'once', 'named', '<org>', '<org>', 'star', '<per>', '<per>', ',', 'a', '<org>', 'humble', ',', 'uncomplaining', ',', 'obedient', 'soul', ',', '<per>', 'as', '<org>', 'male', 'symbol', '<org>', 'japan', '.']","['NNS', 'RB', 'VBD', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', ',', 'DT', '``', 'JJ', ',', 'JJ', ',', 'JJ', 'NN', ',', ""''"", 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', '.']",26
457,train,37,23,"['but', 'other', '<num>', '<org>', 'fact', 'that', 'besuboru', 'is', 'played', 'with', 'a', 'ball', '<org>', 'a', 'bat', ',', 'it', '<per>', 'unrecognizable', ':', 'fans', 'politely', 'return', 'foul', 'balls', 'to', 'stadium', 'ushers', ';', '<org>', 'strike', 'zone', 'expands', 'depending', 'on', '<org>', 'size', '<org>', '<org>', 'hitter', ';', 'ties', 'are', 'permitted', '--', 'even', 'welcomed', '--', 'since', 'they', 'honorably', 'sidestep', '<org>', 'shame', '<org>', 'defeat', ';', 'players', 'must', 'abide', 'by', 'strict', 'rules', '<org>', 'conduct', 'even', 'in', 'their', 'personal', 'lives', '--', 'players', 'for', '<org>', '<org>', '<org>', ',', 'for', 'example', ',', 'must', 'always', 'wear', 'ties', 'when', 'on', '<org>', 'road', '.']","['CC', 'JJ', 'IN', 'DT', 'NN', 'DT', 'FW', 'VBZ', 'VBN', 'IN', 'DT', 'NN', 'CC', 'DT', 'NN', ',', 'PRP', 'VBZ', 'JJ', ':', 'NNS', 'RB', 'VBP', 'JJ', 'NNS', 'TO', 'NN', 'NNS', ':', 'DT', 'NN', 'NN', 'VBZ', 'VBG', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', ':', 'NNS', 'VBP', 'VBN', ':', 'JJ', 'VBN', ':', 'IN', 'PRP', 'RB', 'VBP', 'DT', 'NN', 'IN', 'NN', ':', 'NNS', 'MD', 'VB', 'IN', 'JJ', 'NNS', 'IN', 'NN', 'RB', 'IN', 'PRP$', 'JJ', 'NNS', ':', 'NNS', 'IN', 'DT', 'NNP', 'NNP', ',', 'IN', 'NN', ',', 'MD', 'RB', 'VB', 'NNS', 'WRB', 'IN', 'DT', 'NN', '.']",89
458,train,37,24,"['<org>', 'you', 'gotta', 'have', 'wa', '<per>', 'is', '<org>', 'often', 'amusing', 'chronicle', '<org>', 'how', 'american', 'ballplayers', ',', 'rationed', 'to', '<num>', 'per', 'team', ',', 'fare', 'in', 'japan', '.']","['``', 'PRP', 'NNP', 'NNP', 'NNP', ""''"", 'VBZ', 'DT', 'RB', 'JJ', 'NN', 'IN', 'WRB', 'JJ', 'NNS', ',', 'VBN', 'TO', 'CD', 'IN', 'NN', ',', 'VBP', 'IN', 'NNP', '.']",26
459,train,37,25,"['despite', '<org>', 'enormous', 'sums', '<org>', 'money', 'they', ""'re"", 'paid', 'to', 'stand', 'up', 'at', 'a', 'japanese', 'plate', ',', 'a', 'good', 'number', 'decide', 'it', '<per>', 'not', 'worth', 'it', '<org>', 'run', 'for', 'home', '.']","['IN', 'DT', 'JJ', 'NNS', 'IN', 'NN', 'PRP', 'VBP', 'VBN', 'TO', 'VB', 'RP', 'IN', 'DT', 'JJ', 'NN', ',', 'DT', 'JJ', 'NN', 'VBP', 'PRP', 'VBZ', 'RB', 'JJ', 'PRP', 'CC', 'VBP', 'IN', 'NN', '.']",31
460,train,37,26,"['<org>', 'funny', 'business', '<per>', '<per>', 'soho', ',', '<num>', 'pages', ',', '$', '17.95', '<per>', 'by', '<per>', '<per>', 'is', 'anything', 'but', '.']","['``', 'NNP', 'NNP', ""''"", '-LRB-', 'NNP', ',', 'CD', 'NNS', ',', '$', 'CD', '-RRB-', 'IN', 'NNP', 'NNP', 'VBZ', 'NN', 'RB', '.']",20
461,train,37,27,"['it', '<per>', '<org>', 'petulant', 'complaint', '<org>', 'an', 'impudent', 'american', 'whom', '<org>', 'hosted', 'for', 'a', 'year', 'while', 'he', 'was', 'on', 'a', 'luce', 'fellowship', 'in', '<org>', '--', 'to', '<org>', 'regret', '<org>', 'both', 'parties', '.']","['PRP', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', 'WP', 'NNP', 'VBD', 'IN', 'DT', 'NN', 'IN', 'PRP', 'VBD', 'IN', 'DT', 'NNP', 'NNP', 'IN', 'NNP', ':', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNS', '.']",32
462,train,37,28,"['in', 'sometimes', 'amusing', ',', '<num>', 'often', 'supercilious', ',', 'even', 'vicious', 'passages', ',', 'mr.', '<per>', 'describes', 'how', '<org>', 'invades', 'even', '<org>', 'most', 'mundane', 'aspects', '<org>', 'its', 'workers', ""'"", 'lives', '--', 'at', '<org>', 'regimented', '<org>', ',', 'where', 'employees', 'are', 'assigned', 'lunch', 'partners', '--', '<org>', 'at', '<org>', 'home', '<per>', 'in', '<org>', 'austere', 'company', 'dormitory', 'run', 'by', 'a', 'prying', 'caretaker', '.']","['IN', 'RB', 'JJ', ',', 'RBR', 'RB', 'JJ', ',', 'RB', 'JJ', 'NNS', ',', 'NNP', 'NNP', 'VBZ', 'WRB', 'NNP', 'VBZ', 'RB', 'DT', 'RBS', 'JJ', 'NNS', 'IN', 'PRP$', 'NNS', 'POS', 'NNS', ':', 'IN', 'DT', 'JJ', 'NN', ',', 'WRB', 'NNS', 'VBP', 'VBN', 'NN', 'NNS', ':', 'JJ', 'IN', '``', 'NN', ""''"", 'IN', 'DT', 'JJ', 'NN', 'NN', 'VBN', 'IN', 'DT', 'JJ', 'NN', '.']",57
463,train,37,29,"['some', '<org>', 'his', 'observations', '<num>', 'japanese', 'management', 'style', 'are', 'on', '<org>', 'mark', '.']","['DT', 'IN', 'PRP$', 'NNS', 'IN', 'JJ', 'NN', 'NN', 'VBP', 'IN', 'DT', 'NN', '.']",13
464,train,37,30,"['it', '<per>', 'probably', 'true', 'that', 'many', 'salarymen', 'put', 'in', 'unproductive', 'overtime', 'just', 'for', '<org>', 'sake', '<org>', 'solidarity', ',', 'that', '<org>', 'system', 'is', 'so', 'hierarchical', 'that', 'only', '<org>', 'assistant', 'manager', 'can', 'talk', 'to', '<org>', 'manager', '<org>', '<org>', 'manager', 'to', '<org>', 'general', 'manager', ',', '<org>', 'that', '<org>', 'was', 'chary', '<org>', 'letting', 'a', 'young', ',', 'short-term', 'american', 'employee', 'take', 'on', 'any', 'responsibility', '.']","['PRP', 'VBZ', 'RB', 'JJ', 'IN', 'JJ', 'NNS', 'VBN', 'RP', 'JJ', 'NN', 'RB', 'IN', 'DT', 'NN', 'IN', 'NN', ',', 'IN', 'DT', 'NN', 'VBZ', 'RB', 'JJ', 'IN', 'RB', 'DT', 'JJ', 'NN', 'MD', 'VB', 'TO', 'DT', 'NN', 'CC', 'DT', 'NN', 'TO', 'DT', 'JJ', 'NN', ',', 'CC', 'IN', 'NNP', 'VBD', 'JJ', 'IN', 'VBG', 'DT', 'JJ', ',', 'JJ', 'JJ', 'NN', 'VB', 'RP', 'DT', 'NN', '.']",60
465,train,37,31,"['all', '<org>', 'this', 'must', 'have', 'been', 'enormously', 'frustrating', 'to', 'mr.', '<per>', ',', 'who', 'went', 'to', '<org>', 'with', 'degrees', 'in', 'business', '<org>', 'computer', 'science', '<org>', 'was', 'raring', 'to', 'invent', 'another', 'walkman', '.']","['DT', 'IN', 'DT', 'MD', 'VB', 'VBN', 'RB', 'VBG', 'TO', 'NNP', 'NNP', ',', 'WP', 'VBD', 'TO', 'NNP', 'IN', 'NNS', 'IN', 'NN', 'CC', 'NN', 'NN', 'CC', 'VBD', 'JJ', 'TO', 'VB', 'DT', 'NNP', '.']",31
466,train,37,32,"['but', '<org>', 'ultimately', 'took', 'a', 'lesson', 'from', '<org>', 'american', 'management', 'books', '<org>', 'fired', 'mr.', '<per>', ',', 'after', 'he', 'committed', '<org>', 'social', 'crime', '<org>', 'making', 'an', 'appointment', 'to', 'see', '<org>', 'venerable', '<per>', '<per>', ',', 'founder', '<org>', '<org>', '.']","['CC', 'NNP', 'RB', 'VBD', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NNS', 'CC', 'VBD', 'NNP', 'NNP', ',', 'IN', 'PRP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'VBG', 'DT', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NNP', 'NNP', ',', 'NN', 'IN', 'NNP', '.']",37
467,train,37,33,"['it', '<per>', 'a', 'shame', 'their', 'meeting', 'never', 'took', 'place', '.']","['PRP', 'VBZ', 'DT', 'NN', 'PRP$', 'NN', 'RB', 'VBD', 'NN', '.']",10
468,train,37,34,"['mr.', '<per>', 'certainly', 'would', 'have', 'learned', 'something', ',', '<org>', 'it', '<per>', 'even', 'possible', 'mr.', '<per>', 'would', 'have', 'too', '.']","['NNP', 'NNP', 'RB', 'MD', 'VB', 'VBD', 'NN', ',', 'CC', 'PRP', 'VBZ', 'RB', 'JJ', 'NNP', 'NNP', 'MD', 'VB', 'RB', '.']",19
469,train,37,35,"['ms.', '<per>', ',', '<org>', '<org>', '<per>', 'deputy', 'editorial', 'features', 'editor', ',', 'worked', 'in', '<org>', 'for', '<num>', 'years', '.']","['NNP', 'NNP', ',', 'DT', 'NNP', 'POS', 'NN', 'NN', 'NNS', 'NN', ',', 'VBD', 'IN', 'NNP', 'IN', 'CD', 'NNS', '.']",18
470,train,37,36,"['<num>', '<org>', '<num>', 'corners', '<org>', '<org>', 'globe', 'are', 'becoming', 'free', '<org>', 'tobacco', 'smoke', '.']","['JJR', 'CC', 'JJR', 'NNS', 'IN', 'DT', 'NN', 'VBP', 'VBG', 'JJ', 'IN', 'NN', 'NN', '.']",14
471,train,37,37,"['in', 'singapore', ',', 'a', 'new', 'law', 'requires', 'smokers', 'to', 'put', 'out', 'their', 'cigarettes', 'before', 'entering', 'restaurants', ',', 'department', 'stores', '<org>', 'sports', 'centers', 'or', 'face', 'a', '$', '250', 'fine', '.']","['IN', 'NNP', ',', 'DT', 'JJ', 'NN', 'VBZ', 'NNS', 'TO', 'VB', 'RP', 'PRP$', 'NNS', 'IN', 'VBG', 'NNS', ',', 'NN', 'NNS', 'CC', 'NNS', 'NNS', 'CC', 'VB', 'DT', '$', 'CD', 'NN', '.']",29
472,train,37,38,"['discos', '<org>', 'private', 'clubs', 'are', 'exempt', 'from', '<org>', 'ban', ',', '<org>', 'smoking', 'will', 'be', 'permitted', 'in', 'bars', 'except', 'during', 'meal', 'hours', ',', 'an', 'official', 'said', '.']","['NNS', 'CC', 'JJ', 'NNS', 'VBP', 'JJ', 'IN', 'DT', 'NN', ',', 'CC', 'NN', 'MD', 'VB', 'VBN', 'IN', 'NNS', 'IN', 'IN', 'NN', 'NNS', ',', 'DT', 'NN', 'VBD', '.']",26
473,train,37,39,"['singapore', 'already', 'bans', 'smoking', 'in', 'all', 'theaters', ',', 'buses', ',', 'public', 'elevators', ',', 'hospitals', '<org>', 'fast-food', 'restaurants', '.']","['NNP', 'RB', 'VBZ', 'NN', 'IN', 'DT', 'NNS', ',', 'NNS', ',', 'JJ', 'NNS', ',', 'NNS', 'CC', 'NN', 'NNS', '.']",18
474,train,37,40,"['in', 'malaysia', ',', 'siti', '<per>', '<per>', ',', 'a', 'deputy', 'minister', 'in', '<org>', 'prime', 'minister', '<per>', '<org>', ',', 'launched', 'a', '<org>', 'no-smoking', 'week', '<per>', 'at', '<org>', '<org>', '<org>', '<org>', '<org>', 'near', 'kuala', 'lumpur', '<org>', 'urged', 'other', 'schools', 'to', 'ban', 'on-campus', 'smoking', '.']","['IN', 'NNP', ',', 'NNP', 'NNP', 'NNP', ',', 'DT', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'POS', 'NN', ',', 'VBD', 'DT', '``', 'NNP', 'NNP', ""''"", 'IN', 'DT', 'NNP', 'NNP', 'IN', 'NNP', 'IN', 'NNP', 'NNP', 'CC', 'VBD', 'JJ', 'NNS', 'TO', 'VB', 'JJ', 'NN', '.']",41
475,train,37,41,"['south', 'korea', 'has', 'different', 'concerns', '.']","['NNP', 'NNP', 'VBZ', 'JJ', 'NNS', '.']",6
476,train,37,42,"['in', 'seoul', ',', 'officials', 'began', 'visiting', '<num>', '<num>', 'cigarette', 'stalls', 'to', 'remove', 'illegal', 'posters', '<org>', 'signboards', 'advertising', 'imported', 'cigarettes', '.']","['IN', 'NNP', ',', 'NNS', 'VBD', 'VBG', 'RB', 'CD', 'NN', 'NNS', 'TO', 'VB', 'JJ', 'NNS', 'CC', 'NNS', 'VBG', 'VBN', 'NNS', '.']",20
477,train,37,43,"['south', 'korea', 'has', 'opened', 'its', 'market', 'to', 'foreign', 'cigarettes', 'but', 'restricts', 'advertising', 'to', 'designated', 'places', '.']","['NNP', 'NNP', 'VBZ', 'VBN', 'PRP$', 'NN', 'TO', 'JJ', 'NNS', 'CC', 'VBZ', 'NN', 'TO', 'VBN', 'NNS', '.']",16
478,train,37,44,"['a', 'marketing', 'study', 'indicates', 'that', 'hong', 'kong', 'consumers', 'are', '<org>', 'most', 'materialistic', 'in', '<org>', '<num>', 'major', 'markets', 'where', '<org>', 'survey', 'was', 'carried', 'out', '.']","['DT', 'NN', 'NN', 'VBZ', 'IN', 'NNP', 'NNP', 'NNS', 'VBP', 'DT', 'RBS', 'JJ', 'IN', 'DT', 'CD', 'JJ', 'NNS', 'WRB', 'DT', 'NN', 'VBD', 'VBN', 'RP', '.']",24
479,train,37,45,"['the', 'study', 'by', '<org>', '<org>', '<org>', '<org>', 'ad', 'agency', 'also', 'found', 'that', '<org>', 'colony', '<per>', 'consumers', 'feel', '<num>', 'pressured', '<num>', 'those', 'in', 'any', '<org>', '<org>', 'other', 'surveyed', 'markets', ',', 'which', 'include', '<org>', 'u.s.', '<org>', 'japan', '.']","['DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NN', 'NN', 'RB', 'VBD', 'IN', 'DT', 'NN', 'POS', 'NNS', 'VBP', 'RBR', 'JJ', 'IN', 'DT', 'IN', 'DT', 'IN', 'DT', 'JJ', 'VBN', 'NNS', ',', 'WDT', 'VBP', 'DT', 'NNP', 'CC', 'NNP', '.']",36
480,train,37,46,"['the', 'survey', 'found', 'that', '<num>', '<num>', '<org>', 'hong', 'kong', 'consumers', 'espouse', 'what', 'it', 'identified', 'as', 'materialistic', 'values', ',', 'compared', 'with', '<num>', '<num>', 'in', 'japan', '<org>', '<org>', 'u.s.', '.']","['DT', 'NN', 'VBD', 'IN', 'RB', 'NN', 'IN', 'NNP', 'NNP', 'NNS', 'VBP', 'WP', 'PRP', 'VBD', 'IN', 'JJ', 'NNS', ',', 'VBN', 'IN', 'RB', 'JJ', 'IN', 'NNP', 'CC', 'DT', 'NNP', '.']",28
481,train,37,47,"['<num>', '<num>', '<num>', 'in', '<num>', 'said', 'they', 'are', 'under', 'a', 'great', 'deal', '<org>', 'stress', 'most', '<org>', '<org>', 'time', ',', 'compared', 'with', '<num>', '<num>', '<num>', 'in', '<num>', 'u.s.', 'consumers', '<org>', '<num>', 'in', '<num>', 'in', 'japan', '.']","['JJR', 'IN', 'CD', 'IN', 'CD', 'VBD', 'PRP', 'VBP', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NN', 'JJS', 'IN', 'DT', 'NN', ',', 'VBN', 'IN', 'JJR', 'IN', 'CD', 'IN', 'CD', 'NNP', 'NNS', 'CC', 'CD', 'IN', 'CD', 'IN', 'NNP', '.']",35
482,train,37,48,"['the', 'thai', 'cabinet', 'endorsed', '<org>', 'minister', '<per>', '<per>', '<per>', 'proposal', 'to', 'build', 'a', '$', '19', '<num>', 'conference', 'center', 'for', 'a', 'joint', 'meeting', '<org>', '<org>', '<org>', '<org>', '<org>', '<org>', '<org>', '<org>', '<num>', 'years', 'from', 'now', '.']","['DT', 'NNP', 'NN', 'VBD', 'NNP', 'NNP', 'NNP', 'NNP', 'POS', 'NN', 'TO', 'VB', 'DT', '$', 'CD', 'CD', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'CC', 'NNP', 'NNP', 'NNP', 'CD', 'NNS', 'IN', 'RB', '.']",35
483,train,37,49,"['the', 'meeting', ',', 'which', 'is', 'expected', 'to', 'draw', '<num>', 'to', 'bangkok', ',', 'was', 'going', 'to', 'be', 'held', 'at', '<org>', 'central', 'plaza', 'hotel', ',', 'but', '<org>', 'government', 'balked', 'at', '<org>', 'hotel', '<per>', 'conditions', 'for', 'undertaking', 'necessary', 'expansion', '.']","['DT', 'NN', ',', 'WDT', 'VBZ', 'VBN', 'TO', 'VB', 'CD', 'TO', 'NNP', ',', 'VBD', 'VBG', 'TO', 'VB', 'VBN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', ',', 'CC', 'DT', 'NN', 'VBD', 'IN', 'DT', 'NN', 'POS', 'NNS', 'IN', 'VBG', 'JJ', 'NN', '.']",37
484,train,37,50,"['a', 'major', 'concern', '<num>', '<org>', 'current', 'plan', 'is', 'whether', '<org>', 'new', 'center', 'can', 'be', 'built', 'in', 'such', 'a', 'short', 'time', '.']","['DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', 'VBZ', 'IN', 'DT', 'JJ', 'NN', 'MD', 'VB', 'VBN', 'IN', 'JJ', 'DT', 'JJ', 'NN', '.']",21
485,train,37,51,"['<per>', '<per>', 'has', 'written', 'to', '<org>', 'chairman', '<org>', '<org>', '<org>', '<org>', '<org>', 'asking', 'him', 'to', 'back', 'a', '<org>', 'bid', 'to', 'join', '<org>', 'committee', ',', '<org>', '<org>', '<org>', '<org>', 'news', 'agency', '<org>', 'said', '.']","['NNP', 'NNP', 'VBZ', 'VBN', 'TO', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'VBG', 'PRP', 'TO', 'VB', 'DT', 'JJ', 'NN', 'TO', 'VB', 'DT', 'NN', ',', 'DT', 'NNP', 'NNP', 'NNP', 'NN', 'NN', 'NNP', 'VBD', '.']",33
486,train,37,52,"['an', 'official', '<org>', '<org>', '<org>', '<org>', '<org>', 'said', '<org>', 'committee', 'first', 'applied', 'for', 'membership', 'in', '1979', '<org>', 'renewed', 'its', 'application', 'in', 'august', '<org>', 'this', 'year', '.']","['DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'VBD', 'DT', 'NN', 'RB', 'VBD', 'IN', 'NN', 'IN', 'CD', 'CC', 'VBD', 'PRP$', 'NN', 'IN', 'NNP', 'IN', 'DT', 'NN', '.']",26
487,train,37,53,"['the', '<org>', 'in', 'recent', 'months', 'has', 'been', 'trying', 'to', 'join', 'international', 'organizations', 'but', 'failed', 'earlier', 'this', 'year', 'to', 'win', 'membership', 'in', '<org>', '<org>', '<org>', '<org>', '<org>', '<org>', '<org>', '<org>', '<org>', '.']","['DT', 'NNP', 'IN', 'JJ', 'NNS', 'VBZ', 'VBN', 'VBG', 'TO', 'VB', 'JJ', 'NNS', 'CC', 'VBD', 'RBR', 'DT', 'NN', 'TO', 'VB', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'CC', 'DT', 'NNP', 'NNP', 'NNP', '.']",31
488,train,37,54,"['a', 'beijing', 'food-shop', 'assistant', 'has', 'become', '<org>', 'first', 'mainland', 'chinese', 'to', 'get', 'aids', 'through', 'sex', ',', '<org>', '<org>', '<per>', '<org>', 'said', '.']","['DT', 'NNP', 'JJ', 'NN', 'VBZ', 'VBN', 'DT', 'JJ', 'NN', 'NN', 'TO', 'VB', 'NNP', 'IN', 'NN', ',', 'DT', 'NNP', 'POS', 'NNP', 'VBD', '.']",22
489,train,37,55,"['it', 'said', '<org>', 'man', ',', 'whom', 'it', 'did', 'not', 'name', ',', 'had', 'been', 'found', 'to', 'have', '<org>', 'disease', 'after', 'hospital', 'tests', '.']","['PRP', 'VBD', 'DT', 'NN', ',', 'WP', 'PRP', 'VBD', 'RB', 'VB', ',', 'VBD', 'VBN', 'VBN', 'TO', 'VB', 'DT', 'NN', 'IN', 'NN', 'NNS', '.']",22
490,train,37,56,"['once', '<org>', 'disease', 'was', 'confirmed', ',', 'all', '<org>', 'man', '<per>', 'associates', '<org>', 'family', 'were', 'tested', ',', 'but', 'none', 'have', 'so', 'far', 'been', 'found', 'to', 'have', 'aids', ',', '<org>', 'newspaper', 'said', '.']","['RB', 'DT', 'NN', 'VBD', 'VBN', ',', 'DT', 'DT', 'NN', 'POS', 'NNS', 'CC', 'NN', 'VBD', 'VBN', ',', 'CC', 'NN', 'VBP', 'RB', 'RB', 'VBN', 'VBN', 'TO', 'VB', 'NNP', ',', 'DT', 'NN', 'VBD', '.']",31
491,train,37,57,"['the', 'man', 'had', 'for', 'a', 'long', 'time', 'had', '<org>', 'a', 'chaotic', 'sex', 'life', ',', '<per>', 'including', 'relations', 'with', 'foreign', 'men', ',', '<org>', 'newspaper', 'said', '.']","['DT', 'NN', 'VBD', 'IN', 'DT', 'JJ', 'NN', 'VBN', '``', 'DT', 'JJ', 'NN', 'NN', ',', ""''"", 'VBG', 'NNS', 'IN', 'JJ', 'NNS', ',', 'DT', 'NN', 'VBD', '.']",25
492,train,37,58,"['the', 'polish', 'government', 'increased', 'home', 'electricity', 'charges', 'by', '150', '%', '<org>', 'doubled', 'gas', 'prices', '.']","['DT', 'JJ', 'NN', 'VBD', 'NN', 'NN', 'NNS', 'IN', 'CD', 'NN', 'CC', 'VBD', 'NN', 'NNS', '.']",15
493,train,37,59,"['the', 'official', 'news', 'agency', '<org>', 'said', '<org>', 'increases', 'were', 'intended', 'to', 'bring', 'unrealistically', 'low', 'energy', 'charges', 'into', 'line', 'with', 'production', 'costs', '<org>', 'compensate', 'for', 'a', 'rise', 'in', 'coal', 'prices', '.']","['DT', 'JJ', 'NN', 'NN', 'NNP', 'VBD', 'DT', 'NNS', 'VBD', 'VBN', 'TO', 'VB', 'RB', 'JJ', 'NN', 'NNS', 'IN', 'NN', 'IN', 'NN', 'NNS', 'CC', 'VB', 'IN', 'DT', 'NN', 'IN', 'NN', 'NNS', '.']",30
494,train,37,60,"['in', 'happier', 'news', ',', 'south', 'korea', ',', 'in', 'establishing', 'diplomatic', 'ties', 'with', 'poland', 'yesterday', ',', 'announced', '$', '450', '<num>', 'in', 'loans', 'to', '<org>', 'financially', 'strapped', 'warsaw', 'government', '.']","['IN', 'JJR', 'NN', ',', 'NNP', 'NNP', ',', 'IN', 'VBG', 'JJ', 'NNS', 'IN', 'NNP', 'NN', ',', 'VBD', '$', 'CD', 'CD', 'IN', 'NNS', 'TO', 'DT', 'RB', 'VBN', 'NNP', 'NN', '.']",28
